Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
667,16500.0,500.0,Salaried,56.0,Single,0.0,672.0,0.0,1.5,50000.0,1290000.0,1215000.0,48.0,Car,Semiurban,Graduate,Male,Private,No
668,79000.0,0.0,Salaried,41.0,Married,2.0,656.0,3.0,0.558,140000.0,515000.0,725000.0,36.0,Car,Semiurban,Graduate,Male,Public,No
669,37000.0,3500.0,Contract,47.0,Single,2.0,654.0,2.0,1.482,40000.0,6100000.0,5900000.0,300.0,Home,Semiurban,Graduate,Male,Government,Yes
670,15000.0,8000.0,Self-employed,57.0,Married,2.0,708.0,2.0,0.772,65000.0,495000.0,735000.0,60.0,Personal,Urban,Graduate,Male,Private,No
671,99000.0,17500.0,Salaried,50.0,Single,2.0,640.0,1.0,0.139,800000.0,975000.0,1140000.0,300.0,Home,Semiurban,Graduate,Male,Private,Yes
672,67500.0,23000.0,Contract,61.0,Married,2.0,752.0,1.0,0.912,405000.0,9765000.0,8295000.0,240.0,Home,Urban,Graduate,Female,Private,No
673,32000.0,3000.0,Salaried,30.0,Married,0.0,732.0,2.0,0.474,210000.0,1655000.0,1215000.0,300.0,Home,Urban,Graduate,Female,Private,Yes
674,20500.0,10000.0,Salaried,56.0,Single,2.0,761.0,0.0,0.453,410000.0,620000.0,545000.0,48.0,Car,Semiurban,Not Graduate,Male,Government,Yes
675,103000.0,15500.0,Salaried,52.0,Married,2.0,617.0,2.0,0.478,215000.0,6405000.0,4255000.0,360.0,Home,Rural,Graduate,Female,Public,No
676,71500.0,21000.0,Self-employed,47.0,Married,3.0,580.0,2.0,1.388,460000.0,12575000.0,13260000.0,360.0,Home,Urban,Graduate,Female,Private,No
677,328500.0,141000.0,Salaried,21.0,Single,0.0,690.0,2.0,0.071,3040000.0,350000.0,470000.0,60.0,Car,Urban,Graduate,Male,Public,Yes
678,75500.0,10500.0,Contract,45.0,Married,0.0,850.0,0.0,0.445,565000.0,4670000.0,3970000.0,240.0,Home,Urban,Graduate,Female,Private,Yes
679,73500.0,26000.0,Salaried,59.0,Married,2.0,772.0,1.0,0.295,285000.0,1390000.0,2090000.0,180.0,Business,Urban,Not Graduate,Male,Government,Yes
680,48500.0,3000.0,Salaried,50.0,Married,0.0,654.0,2.0,0.739,160000.0,305000.0,905000.0,36.0,Personal,Rural,Graduate,Male,Other,Yes
681,101500.0,29000.0,Contract,21.0,Single,0.0,718.0,2.0,0.822,890000.0,10940000.0,9575000.0,240.0,Home,Semiurban,Graduate,Female,Public,No
682,88000.0,13000.0,Salaried,33.0,Single,3.0,737.0,4.0,0.264,470000.0,1025000.0,1225000.0,240.0,Business,Urban,Not Graduate,Male,Private,Yes
683,140500.0,45500.0,Salaried,46.0,Single,1.0,601.0,2.0,0.354,1515000.0,1755000.0,1735000.0,48.0,Car,Rural,Graduate,Female,Private,No
684,37000.0,1500.0,Salaried,57.0,Married,1.0,779.0,3.0,1.5,325000.0,30000.0,2900000.0,60.0,Education,Urban,Not Graduate,Male,Private,No
685,39500.0,2000.0,Salaried,41.0,Married,0.0,679.0,0.0,1.5,400000.0,815000.0,2490000.0,48.0,Personal,Semiurban,Graduate,Male,Other,No
686,38500.0,0.0,Salaried,59.0,Married,0.0,684.0,5.0,0.676,0.0,230000.0,785000.0,60.0,Personal,Rural,Graduate,Female,Private,No
687,99500.0,21500.0,Salaried,56.0,Married,2.0,692.0,1.0,0.251,720000.0,840000.0,995000.0,60.0,Car,Rural,Not Graduate,Female,Other,Yes
688,169000.0,26000.0,Self-employed,33.0,Single,1.0,764.0,1.0,0.11,515000.0,280000.0,325000.0,36.0,Personal,Urban,Graduate,Female,Private,Yes
689,39000.0,0.0,Salaried,29.0,Married,0.0,641.0,1.0,0.124,35000.0,35000.0,135000.0,60.0,Personal,Semiurban,Graduate,Female,Private,No
690,40000.0,11000.0,Salaried,61.0,Single,1.0,579.0,0.0,0.523,190000.0,2630000.0,2765000.0,240.0,Home,Semiurban,Not Graduate,Male,Private,No
691,69500.0,4500.0,Self-employed,47.0,Single,0.0,711.0,3.0,0.597,345000.0,6360000.0,3850000.0,360.0,Home,Semiurban,Graduate,Male,Government,Yes
692,45500.0,4000.0,Salaried,59.0,Single,0.0,557.0,1.0,0.679,195000.0,3775000.0,3190000.0,240.0,Home,Urban,Not Graduate,Female,Other,No
693,112500.0,23500.0,Self-employed,62.0,Married,0.0,670.0,1.0,0.29,820000.0,325000.0,1615000.0,60.0,Education,Rural,Graduate,Male,Private,No
694,15000.0,8500.0,Self-employed,40.0,Married,1.0,767.0,1.0,0.164,55000.0,110000.0,135000.0,60.0,Personal,Semiurban,Graduate,Male,Other,Yes
695,29500.0,2500.0,Salaried,23.0,Single,0.0,728.0,5.0,0.986,235000.0,1700000.0,1515000.0,84.0,Business,Semiurban,Not Graduate,Female,Government,No
696,30500.0,0.0,Salaried,61.0,Single,1.0,758.0,3.0,1.5,185000.0,25000000.0,15000000.0,300.0,Home,Rural,Graduate,Male,Private,No
697,15000.0,4500.0,Salaried,47.0,Married,1.0,730.0,4.0,1.5,120000.0,1185000.0,1225000.0,36.0,Personal,Rural,Graduate,Male,Other,No
698,26500.0,0.0,Salaried,26.0,Single,1.0,847.0,4.0,1.5,90000.0,8830000.0,5910000.0,300.0,Home,Rural,Not Graduate,Female,Private,No
699,27500.0,8500.0,Salaried,44.0,Single,0.0,652.0,4.0,0.996,250000.0,925000.0,1160000.0,48.0,Car,Urban,Graduate,Male,Private,No
700,47500.0,1000.0,Self-employed,22.0,Married,0.0,716.0,2.0,0.369,240000.0,395000.0,745000.0,84.0,Education,Urban,Graduate,Female,Private,Yes
701,126500.0,14500.0,Self-employed,34.0,Single,0.0,662.0,0.0,0.024,900000.0,15000.0,105000.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,No
702,46000.0,0.0,Salaried,36.0,Married,1.0,752.0,1.0,0.48,480000.0,455000.0,755000.0,48.0,Personal,Urban,Graduate,Male,Public,Yes
703,25500.0,11000.0,Unemployed,41.0,Single,2.0,686.0,1.0,0.183,115000.0,230000.0,185000.0,48.0,Car,Semiurban,Graduate,Female,Government,Yes
704,52500.0,8500.0,Salaried,46.0,Married,0.0,802.0,3.0,0.465,295000.0,2135000.0,2655000.0,360.0,Home,Semiurban,Not Graduate,Male,Private,Yes
705,121000.0,32500.0,Contract,58.0,Married,2.0,655.0,0.0,0.109,1430000.0,1105000.0,900000.0,72.0,Car,Semiurban,Graduate,Female,Government,Yes
706,26500.0,0.0,Contract,36.0,Married,2.0,781.0,0.0,0.646,165000.0,690000.0,675000.0,48.0,Car,Urban,Not Graduate,Male,Private,No
707,28000.0,10000.0,Salaried,54.0,Single,0.0,729.0,3.0,1.5,10000.0,14270000.0,15000000.0,180.0,Home,Rural,Not Graduate,Male,Other,No
708,83500.0,11500.0,Salaried,63.0,Single,0.0,688.0,0.0,1.0,950000.0,3575000.0,2945000.0,36.0,Car,Semiurban,Graduate,Male,Public,No
709,46500.0,13000.0,Salaried,54.0,Married,0.0,725.0,0.0,0.75,425000.0,1800000.0,1760000.0,48.0,Car,Semiurban,Graduate,Male,Private,Yes
710,89500.0,19500.0,Contract,32.0,Married,0.0,707.0,0.0,0.133,760000.0,1990000.0,1595000.0,300.0,Home,Semiurban,Not Graduate,Male,Private,Yes
711,54500.0,7500.0,Salaried,51.0,Married,1.0,713.0,3.0,1.5,185000.0,19495000.0,15000000.0,240.0,Home,Urban,Not Graduate,Female,Government,Yes
712,93000.0,3000.0,Contract,33.0,Married,0.0,677.0,0.0,0.151,715000.0,140000.0,875000.0,84.0,Personal,Semiurban,Graduate,Male,Public,Yes
713,25500.0,0.0,Salaried,42.0,Single,3.0,644.0,0.0,0.244,235000.0,60000.0,470000.0,120.0,Education,Urban,Graduate,Male,Government,No
714,54500.0,13000.0,Salaried,49.0,Married,1.0,668.0,1.0,0.387,615000.0,375000.0,515000.0,24.0,Personal,Semiurban,Graduate,Male,Private,Yes
715,47000.0,25000.0,Self-employed,34.0,Single,2.0,581.0,3.0,0.596,330000.0,1150000.0,1185000.0,36.0,Personal,Urban,Not Graduate,Male,Private,No
716,22000.0,12500.0,Salaried,21.0,Single,2.0,745.0,1.0,0.831,90000.0,3145000.0,2105000.0,120.0,Home,Urban,Not Graduate,Male,Other,No
717,17000.0,6000.0,Salaried,58.0,Married,1.0,610.0,0.0,1.5,165000.0,6475000.0,3945000.0,180.0,Home,Urban,Not Graduate,Female,Private,No
718,92000.0,11000.0,Contract,53.0,Married,3.0,676.0,4.0,0.738,655000.0,7535000.0,4580000.0,300.0,Home,Urban,Graduate,Female,Private,No
719,42500.0,13500.0,Salaried,26.0,Single,4.0,732.0,4.0,0.423,495000.0,1145000.0,1375000.0,180.0,Home,Rural,Not Graduate,Female,Other,No
720,25500.0,7000.0,Contract,37.0,Single,1.0,745.0,1.0,1.154,240000.0,4365000.0,2780000.0,120.0,Home,Rural,Graduate,Male,Other,No
721,51000.0,22000.0,Unemployed,32.0,Single,0.0,575.0,1.0,0.274,135000.0,2305000.0,1465000.0,180.0,Home,Urban,Graduate,Male,Private,No
722,128000.0,18500.0,Salaried,64.0,Married,1.0,684.0,1.0,0.274,450000.0,1440000.0,1585000.0,60.0,Car,Urban,Graduate,Female,Public,Yes
723,15000.0,6500.0,Salaried,63.0,Married,0.0,720.0,3.0,0.816,60000.0,475000.0,500000.0,36.0,Car,Rural,Graduate,Male,Private,Yes
724,18000.0,1000.0,Salaried,52.0,Single,1.0,693.0,1.0,1.5,0.0,6930000.0,4485000.0,360.0,Home,Urban,Graduate,Female,Private,No
725,27500.0,5500.0,Self-employed,40.0,Married,1.0,777.0,4.0,0.479,115000.0,470000.0,365000.0,48.0,Car,Semiurban,Graduate,Female,Government,No
726,164500.0,87500.0,Unemployed,23.0,Single,1.0,637.0,3.0,0.159,745000.0,2385000.0,1335000.0,240.0,Home,Urban,Graduate,Male,Private,Yes
727,68000.0,12000.0,Contract,32.0,Single,2.0,557.0,2.0,0.184,125000.0,90000.0,175000.0,48.0,Personal,Semiurban,Not Graduate,Female,Private,No
728,98000.0,30500.0,Contract,25.0,Married,0.0,743.0,0.0,0.14,1065000.0,1730000.0,1365000.0,120.0,Business,Rural,Graduate,Male,Government,Yes
729,23500.0,14000.0,Salaried,56.0,Married,1.0,655.0,4.0,0.572,0.0,300000.0,590000.0,48.0,Personal,Urban,Graduate,Male,Private,No
730,24000.0,6000.0,Salaried,24.0,Married,1.0,576.0,3.0,1.5,135000.0,7945000.0,4770000.0,300.0,Home,Rural,Graduate,Male,Private,No
731,77000.0,14000.0,Salaried,51.0,Single,2.0,680.0,3.0,0.108,615000.0,70000.0,100000.0,48.0,Personal,Rural,Graduate,Male,Government,Yes
732,57500.0,30000.0,Contract,63.0,Married,2.0,770.0,0.0,0.233,120000.0,1015000.0,805000.0,48.0,Car,Rural,Graduate,Male,Private,Yes
733,83000.0,7500.0,Salaried,34.0,Married,0.0,608.0,3.0,0.389,545000.0,3325000.0,1850000.0,120.0,Home,Semiurban,Graduate,Female,Private,Yes
734,48000.0,500.0,Salaried,51.0,Single,2.0,842.0,3.0,0.834,480000.0,2280000.0,2990000.0,180.0,Business,Rural,Graduate,Female,Private,No
735,68000.0,22000.0,Salaried,60.0,Single,0.0,636.0,5.0,0.234,445000.0,425000.0,395000.0,60.0,Personal,Semiurban,Graduate,Male,Private,Yes
736,62000.0,13500.0,Salaried,40.0,Married,2.0,696.0,2.0,0.469,355000.0,4880000.0,3270000.0,300.0,Home,Rural,Not Graduate,Male,Private,Yes
737,98500.0,7000.0,Salaried,41.0,Single,2.0,611.0,2.0,0.16,1130000.0,65000.0,255000.0,84.0,Personal,Urban,Graduate,Female,Private,No
738,100500.0,47000.0,Salaried,30.0,Married,1.0,693.0,2.0,0.461,1085000.0,1935000.0,2760000.0,60.0,Car,Semiurban,Not Graduate,Male,Private,Yes
739,16500.0,10500.0,Contract,40.0,Single,2.0,681.0,3.0,0.246,390000.0,115000.0,155000.0,72.0,Personal,Semiurban,Graduate,Female,Private,No
740,15000.0,6000.0,Self-employed,60.0,Single,3.0,593.0,4.0,0.933,10000.0,795000.0,1230000.0,120.0,Business,Urban,Not Graduate,Male,Public,No
741,116500.0,29000.0,Salaried,50.0,Married,2.0,850.0,2.0,0.318,890000.0,1305000.0,1995000.0,120.0,Business,Urban,Graduate,Female,Government,Yes
742,134000.0,54500.0,Self-employed,30.0,Married,1.0,658.0,1.0,0.187,915000.0,3820000.0,2825000.0,300.0,Home,Urban,Graduate,Male,Private,Yes
743,25500.0,16000.0,Salaried,44.0,Married,2.0,658.0,0.0,0.426,65000.0,1520000.0,1830000.0,240.0,Home,Semiurban,Graduate,Male,Private,Yes
744,15000.0,15500.0,Self-employed,52.0,Single,1.0,753.0,2.0,0.322,220000.0,910000.0,750000.0,240.0,Home,Urban,Graduate,Female,Public,Yes
745,59000.0,14000.0,Salaried,24.0,Single,2.0,808.0,4.0,0.475,645000.0,680000.0,575000.0,60.0,Car,Urban,Not Graduate,Male,Government,Yes
746,110500.0,12500.0,Self-employed,55.0,Married,3.0,763.0,0.0,0.126,395000.0,345000.0,480000.0,36.0,Car,Urban,Graduate,Male,Private,Yes
747,212000.0,57500.0,Salaried,30.0,Single,0.0,612.0,1.0,0.583,2405000.0,20770000.0,14585000.0,240.0,Home,Semiurban,Graduate,Male,Private,No
748,81000.0,63500.0,Salaried,34.0,Married,0.0,704.0,4.0,1.282,860000.0,8615000.0,15000000.0,180.0,Business,Urban,Not Graduate,Female,Private,No
749,41500.0,8500.0,Self-employed,39.0,Single,0.0,568.0,2.0,0.736,100000.0,5570000.0,3350000.0,300.0,Home,Urban,Not Graduate,Male,Other,No
750,28000.0,12500.0,Self-employed,43.0,Single,0.0,749.0,1.0,0.193,100000.0,140000.0,325000.0,60.0,Education,Urban,Graduate,Male,Government,Yes
751,55500.0,13500.0,Self-employed,62.0,Married,1.0,584.0,1.0,0.582,720000.0,1610000.0,1805000.0,60.0,Education,Semiurban,Graduate,Male,Government,No
752,44000.0,15500.0,Salaried,31.0,Married,0.0,638.0,1.0,0.262,130000.0,2315000.0,1520000.0,360.0,Home,Urban,Not Graduate,Male,Private,No
753,25500.0,8000.0,Salaried,32.0,Single,2.0,690.0,0.0,0.575,225000.0,3685000.0,2195000.0,360.0,Home,Rural,Not Graduate,Female,Private,No
754,255500.0,51000.0,Self-employed,38.0,Single,0.0,719.0,2.0,0.154,145000.0,2700000.0,2050000.0,300.0,Home,Urban,Not Graduate,Male,Private,Yes
755,210000.0,19000.0,Salaried,59.0,Married,0.0,673.0,2.0,0.248,740000.0,1045000.0,1120000.0,84.0,Business,Urban,Not Graduate,Male,Private,Yes
756,129000.0,50500.0,Salaried,64.0,Single,2.0,789.0,2.0,0.13,445000.0,15000.0,365000.0,48.0,Personal,Semiurban,Graduate,Male,Government,Yes
757,27500.0,0.0,Salaried,41.0,Married,1.0,737.0,2.0,0.326,15000.0,205000.0,350000.0,84.0,Education,Rural,Graduate,Male,Public,No
758,104500.0,22000.0,Salaried,52.0,Married,1.0,732.0,0.0,0.045,1060000.0,150000.0,265000.0,60.0,Personal,Semiurban,Graduate,Female,Private,Yes
759,89000.0,3500.0,Salaried,62.0,Single,2.0,610.0,0.0,0.343,355000.0,835000.0,1250000.0,48.0,Personal,Urban,Graduate,Male,Private,Yes
760,76500.0,36000.0,Salaried,59.0,Married,4.0,800.0,0.0,0.167,100000.0,950000.0,1745000.0,180.0,Business,Semiurban,Not Graduate,Female,Private,Yes
761,140500.0,22500.0,Self-employed,51.0,Single,2.0,638.0,0.0,0.087,1200000.0,335000.0,560000.0,48.0,Personal,Semiurban,Graduate,Male,Other,No
762,88500.0,26500.0,Self-employed,45.0,Single,0.0,803.0,3.0,0.171,1145000.0,205000.0,210000.0,72.0,Car,Semiurban,Graduate,Female,Public,Yes
763,96000.0,35000.0,Self-employed,65.0,Married,0.0,821.0,0.0,0.227,515000.0,770000.0,1175000.0,48.0,Personal,Rural,Graduate,Male,Government,Yes
764,88500.0,13500.0,Self-employed,31.0,Married,4.0,723.0,2.0,0.261,750000.0,2855000.0,1955000.0,240.0,Home,Rural,Graduate,Male,Private,Yes
765,71000.0,15500.0,Salaried,37.0,Married,2.0,757.0,0.0,0.956,0.0,10570000.0,9100000.0,300.0,Home,Semiurban,Graduate,Male,Government,No
766,15000.0,0.0,Contract,53.0,Married,2.0,490.0,0.0,1.5,335000.0,5205000.0,3990000.0,300.0,Home,Urban,Graduate,Male,Private,No
767,58500.0,5000.0,Self-employed,21.0,Single,2.0,677.0,0.0,0.182,405000.0,585000.0,625000.0,72.0,Car,Semiurban,Not Graduate,Female,Public,No
768,36000.0,15500.0,Salaried,43.0,Married,0.0,762.0,2.0,0.138,335000.0,95000.0,110000.0,48.0,Personal,Rural,Graduate,Female,Public,Yes
769,21000.0,2000.0,Salaried,59.0,Single,1.0,750.0,2.0,1.5,200000.0,3100000.0,3540000.0,84.0,Personal,Rural,Graduate,Male,Government,No
770,194000.0,42500.0,Self-employed,28.0,Married,2.0,611.0,3.0,0.413,2170000.0,7575000.0,6930000.0,240.0,Home,Urban,Graduate,Male,Public,No
771,201000.0,31000.0,Self-employed,57.0,Married,3.0,671.0,0.0,0.172,1020000.0,1350000.0,1575000.0,48.0,Car,Urban,Graduate,Female,Private,No
772,152500.0,64500.0,Self-employed,39.0,Single,0.0,525.0,2.0,0.377,1200000.0,3195000.0,4285000.0,84.0,Education,Urban,Not Graduate,Male,Public,No
773,66500.0,10000.0,Self-employed,59.0,Married,2.0,717.0,3.0,0.561,560000.0,1210000.0,1040000.0,36.0,Car,Rural,Graduate,Male,Public,No
774,151500.0,13000.0,Contract,49.0,Single,0.0,568.0,1.0,0.467,580000.0,2680000.0,6505000.0,180.0,Business,Semiurban,Not Graduate,Female,Private,No
775,55500.0,8000.0,Unemployed,28.0,Single,4.0,763.0,0.0,0.394,680000.0,2860000.0,2330000.0,180.0,Home,Urban,Graduate,Male,Other,Yes
776,64000.0,26000.0,Self-employed,54.0,Single,0.0,767.0,0.0,0.702,545000.0,7255000.0,6550000.0,240.0,Home,Urban,Graduate,Male,Private,Yes
777,24000.0,8000.0,Unemployed,23.0,Married,2.0,659.0,0.0,0.287,150000.0,240000.0,285000.0,36.0,Personal,Urban,Graduate,Male,Private,Yes
778,74000.0,0.0,Contract,31.0,Married,0.0,724.0,4.0,0.648,355000.0,2150000.0,2280000.0,360.0,Home,Rural,Not Graduate,Male,Private,No
779,57500.0,15000.0,Salaried,60.0,Single,2.0,676.0,1.0,0.291,450000.0,1120000.0,960000.0,84.0,Car,Semiurban,Not Graduate,Female,Public,Yes
780,20500.0,1500.0,Self-employed,60.0,Married,2.0,706.0,2.0,0.316,210000.0,265000.0,365000.0,180.0,Education,Urban,Graduate,Female,Government,Yes
781,53000.0,19000.0,Salaried,23.0,Single,1.0,615.0,3.0,0.773,630000.0,7605000.0,4630000.0,240.0,Home,Semiurban,Graduate,Female,Private,No
782,52000.0,16500.0,Salaried,38.0,Single,3.0,730.0,1.0,0.308,0.0,1995000.0,1340000.0,120.0,Business,Semiurban,Graduate,Male,Public,Yes
783,212000.0,58500.0,Salaried,25.0,Married,3.0,583.0,2.0,0.146,1485000.0,825000.0,645000.0,240.0,Home,Semiurban,Graduate,Female,Private,No
784,107500.0,0.0,Salaried,33.0,Single,3.0,571.0,0.0,0.103,100000.0,750000.0,670000.0,84.0,Car,Rural,Graduate,Female,Private,No
785,55500.0,17000.0,Salaried,64.0,Single,1.0,682.0,2.0,0.273,325000.0,285000.0,365000.0,36.0,Personal,Urban,Not Graduate,Female,Private,Yes
786,66500.0,0.0,Salaried,29.0,Married,2.0,676.0,0.0,0.391,350000.0,1890000.0,1565000.0,84.0,Car,Urban,Graduate,Female,Private,No
787,57000.0,3500.0,Salaried,49.0,Single,1.0,708.0,1.0,0.72,515000.0,5880000.0,4460000.0,360.0,Home,Urban,Not Graduate,Female,Private,No
788,47000.0,20500.0,Self-employed,57.0,Single,2.0,648.0,1.0,1.162,535000.0,3690000.0,7120000.0,180.0,Business,Semiurban,Not Graduate,Female,Private,No
789,24500.0,5000.0,Contract,60.0,Married,1.0,813.0,3.0,1.246,165000.0,4360000.0,2950000.0,180.0,Business,Rural,Graduate,Female,Private,No
790,49000.0,1000.0,Unemployed,36.0,Single,2.0,700.0,3.0,0.35,575000.0,20000.0,305000.0,48.0,Personal,Urban,Graduate,Female,Other,No
791,31500.0,4000.0,Salaried,52.0,Married,0.0,705.0,3.0,0.611,285000.0,505000.0,475000.0,36.0,Personal,Rural,Not Graduate,Male,Public,Yes
792,21500.0,3000.0,Salaried,42.0,Married,1.0,703.0,0.0,0.745,225000.0,615000.0,720000.0,48.0,Car,Semiurban,Graduate,Female,Private,No
793,80500.0,18000.0,Contract,25.0,Single,0.0,755.0,5.0,0.655,480000.0,1230000.0,1235000.0,48.0,Car,Rural,Graduate,Female,Public,Yes
794,74000.0,10500.0,Salaried,31.0,Single,1.0,727.0,0.0,0.133,225000.0,555000.0,530000.0,60.0,Personal,Semiurban,Not Graduate,Male,Public,No
795,15000.0,13500.0,Unemployed,54.0,Married,0.0,719.0,3.0,0.531,45000.0,665000.0,600000.0,60.0,Car,Urban,Graduate,Male,Private,Yes
796,50000.0,21000.0,Self-employed,51.0,Single,0.0,738.0,3.0,0.39,260000.0,1895000.0,1815000.0,180.0,Business,Semiurban,Not Graduate,Male,Private,Yes
797,116000.0,40500.0,Salaried,44.0,Married,2.0,571.0,2.0,0.19,665000.0,1090000.0,1215000.0,72.0,Car,Rural,Graduate,Female,Government,No
798,121500.0,70500.0,Salaried,56.0,Married,1.0,574.0,2.0,0.131,790000.0,1630000.0,1490000.0,180.0,Home,Semiurban,Graduate,Male,Private,No
799,118500.0,0.0,Salaried,52.0,Married,0.0,685.0,3.0,0.486,1415000.0,1060000.0,2435000.0,84.0,Business,Rural,Graduate,Male,Private,No
800,56500.0,0.0,Salaried,36.0,Single,2.0,677.0,3.0,0.407,90000.0,1270000.0,915000.0,240.0,Home,Urban,Graduate,Male,Private,Yes
801,29000.0,5000.0,Salaried,34.0,Married,3.0,728.0,0.0,1.5,240000.0,11020000.0,8960000.0,180.0,Home,Semiurban,Graduate,Male,Government,Yes
802,24500.0,0.0,Contract,63.0,Married,3.0,691.0,3.0,1.445,400000.0,1920000.0,2970000.0,180.0,Business,Urban,Graduate,Female,Private,Yes
803,71000.0,13000.0,Self-employed,64.0,Single,3.0,728.0,0.0,1.461,625000.0,16555000.0,13980000.0,360.0,Home,Semiurban,Graduate,Male,Private,No
804,73000.0,9000.0,Salaried,22.0,Married,4.0,609.0,2.0,0.245,385000.0,2360000.0,1355000.0,360.0,Home,Urban,Graduate,Male,Government,Yes
805,144500.0,31500.0,Salaried,56.0,Married,2.0,689.0,2.0,0.341,295000.0,1295000.0,1385000.0,48.0,Personal,Urban,Graduate,Male,Private,No
806,125500.0,10500.0,Salaried,26.0,Married,4.0,603.0,3.0,0.341,1460000.0,1000000.0,2115000.0,180.0,Education,Urban,Graduate,Female,Public,No
807,50000.0,31000.0,Salaried,59.0,Single,4.0,715.0,2.0,0.435,340000.0,5340000.0,3000000.0,300.0,Home,Semiurban,Graduate,Female,Private,Yes
808,21500.0,5000.0,Self-employed,47.0,Single,1.0,568.0,1.0,0.267,140000.0,180000.0,355000.0,84.0,Personal,Rural,Graduate,Male,Government,No
809,43500.0,5500.0,Self-employed,51.0,Single,3.0,713.0,2.0,0.311,420000.0,1595000.0,1390000.0,360.0,Home,Urban,Graduate,Male,Government,Yes
810,64500.0,10000.0,Contract,52.0,Married,2.0,595.0,1.0,0.084,530000.0,65000.0,150000.0,60.0,Personal,Semiurban,Graduate,Female,Private,No
811,47500.0,10000.0,Salaried,48.0,Married,2.0,665.0,2.0,0.273,170000.0,245000.0,255000.0,36.0,Personal,Urban,Graduate,Female,Public,Yes
812,35500.0,10500.0,Salaried,32.0,Single,3.0,748.0,2.0,0.375,165000.0,1285000.0,1205000.0,360.0,Home,Semiurban,Graduate,Female,Private,Yes
813,66500.0,25000.0,Contract,57.0,Married,1.0,705.0,3.0,1.5,435000.0,5280000.0,8195000.0,84.0,Business,Urban,Not Graduate,Male,Public,No
814,37500.0,6000.0,Self-employed,45.0,Married,1.0,583.0,1.0,0.238,95000.0,435000.0,340000.0,60.0,Car,Semiurban,Graduate,Female,Other,No
815,34500.0,6500.0,Self-employed,45.0,Married,2.0,646.0,1.0,0.389,150000.0,910000.0,1125000.0,120.0,Education,Rural,Graduate,Female,Private,Yes
816,69500.0,8000.0,Salaried,35.0,Married,2.0,592.0,2.0,0.733,200000.0,3380000.0,2725000.0,84.0,Business,Semiurban,Not Graduate,Male,Private,No
817,40500.0,3000.0,Contract,21.0,Married,3.0,580.0,0.0,1.236,0.0,3070000.0,2530000.0,60.0,Business,Semiurban,Graduate,Female,Private,No
818,66000.0,8500.0,Salaried,45.0,Single,3.0,698.0,1.0,0.461,70000.0,1330000.0,1200000.0,48.0,Car,Semiurban,Graduate,Female,Private,No
819,67500.0,11000.0,Salaried,36.0,Married,2.0,726.0,1.0,0.93,60000.0,6975000.0,7825000.0,360.0,Home,Urban,Graduate,Female,Private,No
820,23500.0,0.0,Self-employed,50.0,Single,4.0,719.0,2.0,0.461,380000.0,580000.0,700000.0,120.0,Education,Urban,Graduate,Female,Private,No
821,38500.0,0.0,Salaried,37.0,Married,0.0,729.0,1.0,0.275,405000.0,150000.0,540000.0,84.0,Personal,Urban,Graduate,Male,Private,No
822,161500.0,62000.0,Contract,64.0,Single,4.0,689.0,2.0,0.156,1580000.0,2540000.0,2725000.0,360.0,Home,Semiurban,Graduate,Male,Private,Yes
823,23000.0,6500.0,Salaried,51.0,Married,0.0,672.0,4.0,1.5,0.0,1745000.0,1615000.0,48.0,Personal,Rural,Graduate,Male,Private,No
824,15000.0,13000.0,Salaried,41.0,Single,1.0,620.0,2.0,1.5,0.0,12420000.0,15000000.0,360.0,Home,Semiurban,Graduate,Male,Government,No
825,15000.0,500.0,Salaried,52.0,Married,0.0,661.0,1.0,0.269,140000.0,5000.0,170000.0,60.0,Personal,Semiurban,Graduate,Male,Private,No
826,56000.0,14500.0,Contract,50.0,Single,2.0,604.0,0.0,0.046,260000.0,65000.0,195000.0,84.0,Education,Urban,Graduate,Male,Private,No
827,56500.0,0.0,Self-employed,48.0,Married,1.0,635.0,0.0,0.245,150000.0,775000.0,835000.0,84.0,Personal,Urban,Graduate,Female,Private,No
828,50500.0,9000.0,Salaried,47.0,Single,0.0,696.0,2.0,1.402,255000.0,15460000.0,8695000.0,360.0,Home,Rural,Graduate,Male,Government,No
829,136500.0,37500.0,Salaried,62.0,Single,2.0,682.0,3.0,1.158,1515000.0,13780000.0,15000000.0,180.0,Home,Urban,Graduate,Female,Private,No
830,15000.0,11500.0,Salaried,35.0,Single,2.0,850.0,0.0,1.472,0.0,3030000.0,3630000.0,180.0,Business,Semiurban,Graduate,Male,Public,No
831,74000.0,22000.0,Salaried,40.0,Single,0.0,603.0,1.0,0.879,990000.0,1420000.0,1755000.0,24.0,Personal,Urban,Graduate,Male,Private,Yes
832,177500.0,11500.0,Self-employed,32.0,Single,2.0,682.0,1.0,0.309,475000.0,1585000.0,2230000.0,72.0,Personal,Urban,Graduate,Male,Government,Yes
833,23500.0,4000.0,Salaried,46.0,Single,0.0,597.0,1.0,1.5,5000.0,830000.0,3230000.0,120.0,Education,Urban,Not Graduate,Male,Private,No
